rotten_tomatoes_link,review_content,movie_title,movie_info,id
m/1037780-man_in_the_moon,Tender and touching film about two sisters whose close relationship is tested by the joy of love and the pain of grief.,The Man in the Moon,"Maureen Trant (Emily Warfield) and her younger sibling Dani (Reese Witherspoon) share a strong connection, but local boy Court Foster (Jason London) threatens to throw their bond off balance. Dani and Court meet first and have a flirtatious rapport -- but when he meets Maureen, he falls hard and they begin a passionate affair. The new couple try to keep their love hidden from Dani, but she soon learns the truth, disavowing her sister. But a heartbreaking accident later reunites the girls.",55908
m/10007886-the_tigers_tail,A real waste of a potentially interesting premise.,The Tiger's Tail,"Liam O'Leary (Brendan Gleeson) is a prosperous real estate tycoon who lives in Dublin with his wife, Jane (Kim Cattrall). Hoping to bring his profits and his career to new heights, Liam takes out a large bank loan with the prospect of building a new stadium. But, when his request for development is turned down by the city, his life stumbles into a downward spiral. More disturbing than his crippled assets is his mysterious double whom he keeps seeing around town.",10481
m/alexandras-project,"confidently shot and scripted in clipped, emotionally direct dialogue that's thankfully not resorting to Harold Pinter, David Mamet, or Neil LaBute",Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11771
m/1175079-antibodies,"Instead of reinventing the procedural mechanics of the serial-killer drama, filmmaker Christian Alvert adds to its current state of retardation with desperate atmospherics and a cheap disquisition on sex and religion.",Antikörper (Antibodies),"After a serial killer (André Hennicke) is arrested, a small-town policeman (Wotan Wilke Möhring) gets to interrogate him, but the interview challenges the cop's beliefs, turning him into a threat.",10039
m/alexandras-project,"This low-budget Australian film is pitched as a psycho-sexual thriller but it's not thrilling at all: it's just cold, hateful and cheap.",Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11765
m/24_exposures,Why do so many indie movies treat women like this?,24 Exposures,A fetish photographer and a homicide detective develop an unlikely friendship as they probe the murder of a model.,54937
m/1015095-nighthawks,Stallone dresses in drag for his first onscreen appearance as a cop. This is one reel bad dude.,Nighthawks,"Fresh from mounting a devastating bomb attack in London, an international terrorist arrives in New York and remains intent upon wreaking further havoc. His preparation is clinical and thorough but he overlooks one thing - the grit and steely determination of one New York cop.",56912
m/10008126-straightheads,"Payback involving a shotgun, a kitchen table and a heap of pain.",Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96280
m/1020897-tarzan_the_ape_man,"To describe the film as inept would be to miss the point, which is to present Mrs. Derek in as many different poses, nude and seminude, as there are days of the year, all in something less than two hours.","Tarzan, the Ape Man","Innocent Jane (Bo Derek) seeks her flamboyant British father (Richard Harris) in Africa and meets Tarzan (Miles O'Keeffe), who shows her around.",20068
m/a_score_to_settle,"Cage at least makes a little bit of an effort, but since the film gives him nothing to play off of, those efforts are mostly in vein and after a while, you find yourself hoping that Crazy Cage will finally kick in.",A Score to Settle,"Diagnosed with a fatal condition, a mob enforcer leaves prison after 19 years and plots a bloody course of revenge against his old gang.",7582
m/1007990-funny_farm,Not to bad for a Chase comedy. Love those lamb fries.,Funny Farm,"Former sportswriter Andy Farmer (Chevy Chase) and his secretly aspiring author wife, Elizabeth (Madolyn Smith), move to a small farm in Vermont so Andy can focus on writing a novel. They quickly realize that the locals are not as welcoming as they'd like and that the farm is more distracting than inspiring. Having trouble with his manuscript, and with his marriage on the rocks, Andy is forced to take hilariously drastic measures in an attempt to get his life back on track.",18982
m/10008126-straightheads,...a low-key drama disguised as a revenge thriller...,Straightheads (Closure),"There is instant chemistry between Alice (Gillian Anderson), a businesswoman, and Adam (Danny Dyer), a younger working-class man who installs a security system in her London apartment. She takes him to a party in the country, and they end up making love. But the night turns horrific when they encounter three thugs who maim Adam and rape Alice. The incident turns them into fearful recluses until Alice spots the leader of their attackers (Anthony Calf) -- and the two victims plot a brutal revenge.",96293
m/alexandras-project,"It plays as part thriller, part psycho drama, but really tends to play around with the genres rather than settle in for the ride.",Alexandra's Project,"Returning home from work, a man (Gary Sweet) finds a videotape that has disturbing revelations from his vengeful wife (Helen Buday).",11778
m/albino_alligator,,Albino Alligator,"When a robbery in New Orleans ends in disaster, the mercurial burglar Dova (Matt Dillon) escapes with his cohorts to a seedy, nearby bar. Capturing all those inside, the criminals trade barbs with the establishment's feisty bartender Janet Boudreaux (Faye Dunaway). The pub becomes highly volatile, however, when the police encircle it; as it turns out, they were already there surveilling another of the bar's patrons, a suspected illicit arms trafficker named Guy Foucard (Viggo Mortensen).",28505
m/1001138-april_fools_day,,April Fool's Day,"When a group of college students decides to spend spring break at the secluded island estate of their wealthy classmate, Muffy St. John (Deborah Foreman), what starts out as a fun, hedonistic weekend turns into something more sinister. Muffy is very fond of practical jokes, and sets up numerous gags throughout her mansion. But, when friends begin going missing and turn up dead, they realize that they're trapped on the isolated isle with a mysterious and brutal killer.",64559
m/1128319-american_gun,,American Gun,A distraught man (James Coburn) embarks on a cross-country odyssey to track the weapon used to kill his daughter (Virginia Madsen).,42738
m/1076620-anna_karenina,"Sumptuous cinematography, glorious sets and costumes dominate throughout the film.",Anna Karenina,"Tolstoy's tragic Anna (Sophie Marceau) leaves her old, cold husband for dashing Count Vronsky (Sean Bean) in 19th-century Russia.",10843
m/1018009-running_scared,,Running Scared,"Ray and Danny (Gregory Hines, Billy Crystal) are two Chicago police detectives hot on the trail of drug kingpin Julio Gonzales (Jimmy Smits). They manage to nab the drug lord, but the bust is messy, and the two are suspended. While vacationing in Key West, Fla., they decide to retire from the police force and open up a bar. But when they return to Chicago and find out that Gonzales has been released on bail, they vow not to quit the force until the dangerous dealer is behind bars for good.",9800
m/1004463-college,,College,"Brilliant in his studies and dismissive of athletics, Ronald (Buster Keaton) finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary (Anne Cornwall) ignores him in favor of brutish jock Jeff (Harold Goodwin). Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable, usually at Jeff's hand. But Ronald gets a final shot at glory in a big rowing race.",18960
